Academic Yr,Semester Year Letter Cd Concat,Semester Nm,Degree Level Desc,Major Short Nm,Ucb Level2 Ethnic Rollup Desc,Short Ethnic Desc,Gender Desc,Student Headcount,Prorated Degrees Awarded Cnt,College/School,Division,Department,Major
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,Chinese,Male,5,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,Filipino,Male,1,0.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,Japanese,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,Korean,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,South Asian,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Asian,South Asian,Male,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,Decline to State,Decline to State,Male,3,2.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,International,International,Female,4,2.33333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,International,International,Male,5,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,White,White,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 C,Summer,Bachelor,L&S Computer Science,White,White,Male,5,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Chinese,Female,9,7,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Chinese,Male,28,23.6666666666667,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Japanese,Male,4,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Korean,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Korean,Male,6,5.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Other Asian,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,South Asian,Female,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,South Asian,Male,14,11.8333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Vietnamese,Female,3,2.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Asian,Vietnamese,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,1,0.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,Decline to State,Decline to State,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,International,International,Female,7,6.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,International,International,Male,18,14.3333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,White,White,Female,8,5.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2016 D,Fall,Bachelor,L&S Computer Science,White,White,Male,24,20,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,African American,African American/Black,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Chinese,Female,40,35.8333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Chinese,Male,87,78.6666666666667,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Filipino,Female,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Filipino,Male,6,6,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Japanese,Male,5,3.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Korean,Female,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Korean,Male,12,10.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Other Asian,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Other Asian,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,South Asian,Female,12,10.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,South Asian,Male,32,27.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Vietnamese,Female,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Asian,Vietnamese,Male,10,8.33333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Female,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Male,6,5.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Female,2,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Male,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,6,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Decline to State,Decline to State,Male,15,13.8333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,International,International,Female,20,14.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,International,International,Male,50,39.1666666666667,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,Native American/Alaska Native,Native American/Alaska Native,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,White,White,Female,13,9,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2016-17,2017 B,Spring,Bachelor,L&S Computer Science,White,White,Male,57,47.3333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,Chinese,Female,5,3.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,Chinese,Male,9,7.83333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,Korean,Male,1,0.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,Other Asian,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,South Asian,Male,3,2.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Asian,Vietnamese,Male,1,0.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Female,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Male,3,2.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,International,International,Female,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,International,International,Male,10,7.66666666666667,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,White,White,Female,3,1.83333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 C,Summer,Bachelor,L&S Computer Science,White,White,Male,7,5.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Chinese,Female,8,6.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Chinese,Male,27,24.3333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Filipino,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Japanese,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Korean,Female,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Korean,Male,8,6.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,South Asian,Female,8,6.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,South Asian,Male,9,8,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Vietnamese,Female,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Asian,Vietnamese,Male,7,6.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Male,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,Decline to State,Decline to State,Male,4,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,International,International,Female,13,10.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,International,International,Male,20,16.3333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,White,White,Female,5,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2017 D,Fall,Bachelor,L&S Computer Science,White,White,Male,21,17,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,African American,African American/Black,Male,2,1.33333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Chinese,Decline to State,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Chinese,Female,50,40,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Chinese,Male,99,86.8333333333333,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Filipino,Female,4,4,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Filipino,Male,3,3,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Japanese,Female,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Korean,Female,5,4,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Korean,Male,16,14,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Other Asian,Male,3,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,South Asian,Female,10,8.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,South Asian,Male,47,38.1666666666667,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Vietnamese,Female,5,4.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Asian,Vietnamese,Male,11,11,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Female,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Mexican American/Chicano,Male,2,1.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Chicano/Latino,Other Hispanic/Latino,Male,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Decline to State,Decline to State,Female,2,2,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Decline to State,Decline to State,Male,17,14,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,International,International,Female,30,22.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,International,International,Male,42,34,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,Native American/Alaska Native,Native American/Alaska Native,Male,1,1,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,White,White,Female,16,12.5,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science
2017-18,2018 B,Spring,Bachelor,L&S Computer Science,White,White,Male,47,41,Clg of Letters & Science,L&S Administered Programs,L&S Computer Science,L&S Computer Science